request;intent
Forniscimi il report dell'ultima esecuzione.;report
Hey CADOCS, report sull'ultima esecuzione.;report
Salve, potrebbe mostrarmi le informazioni sulla sua ultima esecuzione.;report
Ho bisogno di un resoconto della tua ultima esecuzione, per favore.;report
Ciao CADOCS, forniscimi il report dell'ultima esecuzione.;report
Hey CADOCS, ho bisogno di un report della tua ultima esecuzione, per favore.;report
Salve, richiedo un report relativo al vostro ultimo compito in esecuzione. Grazie in anticipo.;report
Puoi fornirmi un report sulla tua ultima esecuzione?;report
CADOCS, quali tipi di community smells sei in grado di rilevare?;info
Desidero maggiori informazioni sul processo di rilevamento dei community smells.;info
Vorrei acquisire una maggiore comprensione del rilevamento dei community smells.;info
Cosa sai fare?;info
Puoi fornirmi ulteriori informazioni sul rilevamento dei community smells?;info
Puoi fornirmi ulteriori informazioni sui community smells che solo tu sei in grado di rilevare?;info
Puoi fornirmi ulteriori informazioni sui community smells che puoi rilevare?;info
Ehi! Quali sono i community smells rilevabili?;info
Hey CADOCS, puoi darmi maggiori informazioni sui community smells rilevabili?;info
Hey CADOCS, puoi fornirmi maggiori dettagli sui community smells rilevabili?;info
CADOCS, quali tipi di community smells puoi rilevare?;info
Cosa sono tutti questi community smells? Come posso trovare ulteriori informazioni su di loro? Cosa puoi fare per me?;info
Cosa sono questi community smells? Come posso trovare ulteriori informazioni su di loro? Cosa puoi fare per me?;info
Cosa sono questi community smells? Come posso ottenere maggiori informazioni su di loro? Cosa puoi fare per me?;info
Cosa sono questi community smells? Come posso ottenere ulteriori informazioni su di loro? Cosa puoi fare per me?;info
CAD desidera ulteriori informazioni sui community smells individuati.;info
Quali tipi di community smells puoi identificare?;info
CADOCS, quali tipi di smells sei in grado di rilevare?;info
Hey CADOCS, vorrei saperne di più sui community smells.;info
Quali tipi di community smells puoi rilevare?;info
Voglio saperne di più sui community smells, sembrano interessanti.;info
Hey CADOCS, puoi mostrarmi alcune informazioni sui community smells che puoi rilevare?;info
Hey CADOCS, puoi mostrarmi alcune informazioni sui community smells che sei in grado di rilevare?;info
Hey CADOCS, puoi mostrarmi alcune informazioni sui community smells che solo tu sei in grado di rilevare?;info
Puoi fornirmi ulteriori dettagli sui community smells e sulle relative note?;info
Puoi darmi maggiori informazioni sui community smells e sulle relative note?;info
Puoi dirmi di più sui community smells e sulle relative note?;info
