request;intent
Find out all the community smells of this repo LINK fro 05 / 05 / 2021;get_smells_date
Hi, what are all the smells ii this repository LINK starting from 05 / 06 / 2017?;get_smells_date
Hi, i need all of the community smeels in LINK project after 31 / 12 / 2000;get_smells_date
can you tell which community smells thet are present in the repository LINK defore 03 / 23 / 2020?;get_smells_date
Hello, what are oll the community smells in the LINK project date 12 / 12 / 20? Thanks in advance;get_smells_date
CADOCS I need are report on your last execution, can you please give it to me?;report
CADOCS, cat you please generate to me a report of your last execution?;report
Hello, can you please show me the informatons about your last execution, please?;report
Hello, can you show me all the informaton about your last execution, please?;report
Please show to me as report of your last execution.;report
Gvie to me the report of your last execution;report
CADOCS, please show me the info about your lst execution;report
CADOCS, show me all tle info about your last execution;report
CADOCS, Pls show me the results of your last execution;report
CADOCS, show me all the results of ou last execution;report
CADOCS, show to me the results ow your last execution;report
Could you make for mo a summary of what you did last time?;report
Could you make m a summary of what you did the last time?;report
Could you please make me a summary of what you Dad last time?;report
Hi CADOCS, please show be the report of your last execution;report
Hi CADOCS, show to me the report or your last execution;report
Give to me the repot of the last execution;report
Hey CADOCS, report oon your last execution;report
hello, please shows me information about your last execution.;report
0I need a report if not your last execution please;report
Hi CADOCS give to me ht report of last execution;report
Hey CADOCS, ai need you a report of your last execution please;report
Hello, i need a report of yours last task in execution. Thanks in advance;report
Hello, i need you a report of your last task execution. tenkes in advance;report
Could gou please give me a report on your last execution?;report
CADOCS i wanna tou know what kind of community smells can you detect?;info
I want to know more about how the community smeels detected;info
I want you to know more aboth the community smells detected;info
What communit smells can help you detect?;info
whhat can you possibly do?;info
CADOS! Can you give me morw information about the community smells so that you can detect?;info
CADOS! Can you give me more information about thez community smells that only you can detect?;info
CADOS! Can you please give me more information about the comunnity smells that you can detect?;info
Hey! Waht are the community smells you can detect?;info
Hey CADOCS can help you tell me more about the community smeels you can detect?;info
Hey CADOCS cfn you please tell me more about the community smells you can detect?;info
CADOCS what kind of community smells can help yours detect?;info
What are all these community smells? How do I found more about communit smells? What can you do for me?;info
What are these community smells? How do I found more information about community smell's? What can you do for me?;info
What are these community smells? How do I found out more about community smells? What can you DON for me?;info
What are these community smells? and How do I found more abourt community smells? What can you do for me?;info
CAD I've want some more information about community smells found;info
What type of community smells can help your detect?;info
Which kind of comunnity smells can help you detect?;info
Tell me somne more about community smells;info
CADOCS whay what kind of smell's can you detect?;info
hey CADOCS i wanna to know more about communit smells;info
Whath kind of community smells can help you detect?;info
I wanna to know more about community smells, ity seems interesting;info
hey CADOCS, can you please show me somer informations about community smells that you can detect?;info
hey CADOCS, can you show me some informations about community smells so that you cav detect?;info
hey CADOCS, can you show me some informations about community smells tha only you can detect?;info
Could en please tell me more about community smells and which ones you can detect?;info
Could you tell me some more about comunity smells and which ones you can detect?;info
